Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,72.5549161384192,73.6227685424697,72.29775377419911,73.56153869628906,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,72.77779737948003,73.61786911799089,72.61860126617735,72.84637451171875,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,71.95486609898113,73.46601447442158,71.70014785324403,73.42682647705078,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,73.4366181413663,73.6962320584286,72.85861205412432,73.08148956298828,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,72.7802394924627,74.56325217294618,72.7802394924627,74.2571029663086,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,75.24903539824075,76.03032889603945,74.99432459925497,75.83439636230469,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,76.07196187443074,76.57894679121559,75.49639982936195,76.00582885742188,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,76.32666584880366,77.65657605623757,76.20665029099573,77.62963104248047,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,77.56597880513345,77.77905749227989,76.4564941958543,76.5813980102539,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,76.37810034647535,77.2720544738874,75.81478136015676,76.25318908691406,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,76.80426617754003,77.32104994725472,76.43688711375708,77.20838165283203,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,77.46064150533783,78.06559260952356,77.14959661609447,78.06314849853516,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,77.68598273865308,78.13418193840957,77.39452806350418,77.53413391113281,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,78.0264053236805,78.3717425133494,77.7153604316157,77.81088256835938,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,77.8647717530988,78.26643564538186,77.30879998280936,78.18561553955078,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,78.43544855907483,79.18979712535612,77.7668158150191,77.9603042602539,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,75.93970360825253,76.35851366209296,74.67102299292287,75.6678466796875,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,76.56180987821688,77.98233948164308,76.46139202212319,77.8084487915039,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,79.46408643373073,80.29681073238784,78.71218223220387,79.43714141845703,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,78.50645851356018,79.37591930460925,78.06805073972643,79.32203674316406,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,78.60196755073758,79.03057642604689,75.50619076087752,75.80499267578125,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,74.52895710743631,76.77976658902851,74.01952813521468,75.59680938720703,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,77.22552032685988,78.28602530728074,76.81405760909935,78.09253692626953,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,79.23631704799834,79.54002216911746,78.11704113476358,78.72933959960938,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,79.00364712361944,79.6526819933343,78.43788394715607,79.65023040771484,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,79.14203649018475,79.39490183810997,78.06919994129731,78.56756591796875,117684000,0.1925,0.0
